hour, t(sec), Frequency (Hz),Theta (Deg),Vd,PShaft,dSpeed (Deg/sec),dTheta (Deg)
0,0.001,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.002,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.003,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.004,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.005,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.006,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.007,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.008,60,41.77272,1.162586,1997999872,-0.000093,0
0,0.009,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.01,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.011,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.012,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.013,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.014,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.015,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.016,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.017,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.018,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.019,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.02,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.021,60,41.77272,1.162586,1997999872,-0.000092,0
0,0.022,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.023,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.024,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.025,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.026,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.027,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.028,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.029,60,41.77272,1.162586,1997999872,-0.000091,0
0,0.03,60,41.77272,1.162586,1997999872,-0.00009,0
0,0.031,60,41.77272,1.162586,1997999872,-0.00009,0
0,0.032,60,41.77272,1.162586,1997999872,-0.00009,0
0,0.033,60,41.77272,1.162586,1997999872,-0.00009,0
0,0.034,60,41.77272,1.162586,1997999872,-0.00009,0
0,0.035,60,41.77272,1.162586,1997999872,-0.00009,0
0,0.036,60,41.77272,1.162586,1997999872,-0.000089,0
0,0.037,60,41.77272,1.162586,1997999872,-0.000089,0
0,0.038,60,41.77272,1.162586,1997999872,-0.000089,0
0,0.039,60,41.77272,1.162586,1997999872,-0.000089,0
0,0.04,60,41.77272,1.162586,1997999872,-0.000089,0
0,0.041,60,41.77272,1.162586,1997999872,-0.000089,0
0,0.042,60,41.77272,1.162586,1997999872,-0.000088,0
0,0.043,60,41.77272,1.162586,1997999872,-0.000088,0
0,0.044,60,41.77272,1.162586,1997999872,-0.000088,0
0,0.045,60,41.77272,1.162586,1997999872,-0.000088,0
0,0.046,60,41.77272,1.162586,1997999872,-0.000087,0
0,0.047,60,41.77272,1.162586,1997999872,-0.000087,0
0,0.048,60,41.77272,1.162586,1997999872,-0.000087,0
0,0.049,60,41.77272,1.162586,1997999872,-0.000087,0
0,0.05,60,41.77272,1.162586,1997999872,-0.000087,0
0,0.051,60,41.77272,1.162586,1997999872,-0.000086,0
0,0.052,60,41.77272,1.162586,1997999872,-0.000086,0
0,0.053,60,41.77272,1.162586,1997999872,-0.000086,0
0,0.054,60,41.77272,1.162586,1997999872,-0.000086,0
0,0.055,60,41.77272,1.162586,1997999872,-0.000085,0
0,0.056,60,41.77272,1.162586,1997999872,-0.000085,0
0,0.057,60,41.77272,1.162586,1997999872,-0.000085,0
0,0.058,60,41.77272,1.162586,1997999872,-0.000084,0
0,0.059,60,41.77272,1.162586,1997999872,-0.000084,0
0,0.06,60,41.77272,1.162586,1997999872,-0.000084,0
0,0.061,60,41.77272,1.162586,1997999872,-0.000084,0
0,0.062,60,41.77272,1.162586,1997999872,-0.000083,0
0,0.063,60,41.77272,1.162586,1997999872,-0.000083,0
0,0.064,60,41.77272,1.162586,1997999872,-0.000083,0
0,0.065,60,41.77272,1.162586,1997999872,-0.000082,0
0,0.066,60,41.77272,1.162586,1997999872,-0.000082,0
0,0.067,60,41.77272,1.162586,1997999872,-0.000082,0
0,0.068,60,41.77272,1.162586,1997999872,-0.000081,0
0,0.069,60,41.77272,1.162586,1997999872,-0.000081,0
0,0.07,60,41.77272,1.162586,1997999872,-0.000081,0
0,0.071,60,41.77272,1.162586,1997999872,-0.00008,0
0,0.072,60,41.77272,1.162586,1997999872,-0.00008,0
0,0.073,60,41.77272,1.162586,1997999872,-0.00008,0
0,0.074,60,41.77272,1.162586,1997999872,-0.000079,0
0,0.075,60,41.77272,1.162586,1997999872,-0.000079,0
0,0.076,60,41.77272,1.162586,1997999872,-0.000079,0
0,0.077,60,41.77272,1.162586,1997999872,-0.000078,0
0,0.078,60,41.77272,1.162586,1997999872,-0.000078,0
0,0.079,60,41.77272,1.162586,1997999872,-0.000078,0
0,0.08,60,41.77272,1.162586,1997999872,-0.000077,0
0,0.081,60,41.77272,1.162586,1997999872,-0.000077,0
0,0.082,60,41.77272,1.162586,1997999872,-0.000076,0
0,0.083,60,41.77272,1.162586,1997999872,-0.000076,0
0,0.084,60,41.77272,1.162586,1997999872,-0.000076,0
0,0.085,60,41.77272,1.162586,1997999872,-0.000075,0
0,0.086,60,41.77272,1.162586,1997999872,-0.000075,0
0,0.087,60,41.77272,1.162586,1997999872,-0.000074,0
0,0.088,60,41.77272,1.162586,1997999872,-0.000074,0
0,0.089,60,41.77272,1.162586,1997999872,-0.000074,0
0,0.09,60,41.77272,1.162586,1997999872,-0.000073,0
0,0.091,60,41.77272,1.162586,1997999872,-0.000073,0
0,0.092,60,41.77272,1.162586,1997999872,-0.000072,0
0,0.093,60,41.77272,1.162586,1997999872,-0.000072,0
0,0.094,60,41.77272,1.162586,1997999872,-0.000072,0
0,0.095,60,41.77272,1.162586,1997999872,-0.000071,0
0,0.096,60,41.77272,1.162586,1997999872,-0.000071,0
0,0.097,60,41.77272,1.162586,1997999872,-0.00007,0
0,0.098,60,41.77272,1.162586,1997999872,-0.00007,0
0,0.099,60,41.77272,1.162586,1997999872,-0.000069,0
0,0.1,60,41.77272,1.162586,1997999872,-0.000069,0
0,0.101,60,41.77272,1.162586,1997999872,-0.000068,0
0,0.102,60,41.77272,1.162586,1997999872,-0.000068,0
0,0.103,60,41.77272,1.162586,1997999872,-0.000067,0
0,0.104,60,41.77272,1.162586,1997999872,-0.000067,0
0,0.105,60,41.77272,1.162586,1997999872,-0.000067,0
0,0.106,60,41.77272,1.162586,1997999872,-0.000066,0
0,0.107,60,41.77272,1.162586,1997999872,-0.000066,0
0,0.108,60,41.77272,1.162586,1997999872,-0.000065,0
0,0.109,60,41.77272,1.162586,1997999872,-0.000065,0
0,0.11,60,41.77272,1.162586,1997999872,-0.000064,0
0,0.111,60,41.77272,1.162586,1997999872,-0.000064,0
0,0.112,60,41.77272,1.162586,1997999872,-0.000063,0
0,0.113,60,41.77272,1.162586,1997999872,-0.000063,0
0,0.114,60,41.77272,1.162586,1997999872,-0.000062,0
0,0.115,60,41.77272,1.162586,1997999872,-0.000062,0
0,0.116,60,41.77272,1.162586,1997999872,-0.000061,0
0,0.117,60,41.77272,1.162586,1997999872,-0.000061,0
0,0.118,60,41.77272,1.162586,1997999872,-0.00006,0
0,0.119,60,41.77272,1.162586,1997999872,-0.00006,0
0,0.12,60,41.77272,1.162586,1997999872,-0.000059,0
0,0.121,60,41.77272,1.162586,1997999872,-0.000058,0
0,0.122,60,41.77272,1.162586,1997999872,-0.000058,0
0,0.123,60,41.77272,1.162586,1997999872,-0.000057,0
0,0.124,60,41.77272,1.162586,1997999872,-0.000057,0
0,0.125,60,41.77272,1.162586,1997999872,-0.000056,0
0,0.126,60,41.77272,1.162586,1997999872,-0.000056,0
0,0.127,60,41.77272,1.162586,1997999872,-0.000055,0
0,0.128,60,41.77272,1.162586,1997999872,-0.000055,0
0,0.129,60,41.77272,1.162586,1997999872,-0.000054,0
0,0.13,60,41.77272,1.162586,1997999872,-0.000054,0
0,0.131,60,41.77272,1.162586,1997999872,-0.000053,0
0,0.132,60,41.77272,1.162586,1997999872,-0.000052,0
0,0.133,60,41.77272,1.162586,1997999872,-0.000052,0
0,0.134,60,41.77272,1.162586,1997999872,-0.000051,0
0,0.135,60,41.77272,1.162586,1997999872,-0.000051,0
0,0.136,60,41.77272,1.162586,1997999872,-0.00005,0
0,0.137,60,41.77272,1.162586,1997999872,-0.00005,0
0,0.138,60,41.77272,1.162586,1997999872,-0.000049,0
0,0.139,60,41.77272,1.162586,1997999872,-0.000048,0
0,0.14,60,41.77272,1.162586,1997999872,-0.000048,0
0,0.141,60,41.77272,1.162586,1997999872,-0.000047,0
0,0.142,60,41.77272,1.162586,1997999872,-0.000047,0
0,0.143,60,41.77272,1.162586,1997999872,-0.000046,0
0,0.144,60,41.77272,1.162586,1997999872,-0.000046,0
0,0.145,60,41.77272,1.162586,1997999872,-0.000045,0
0,0.146,60,41.77272,1.162586,1997999872,-0.000044,0
0,0.147,60,41.77272,1.162586,1997999872,-0.000044,0
0,0.148,60,41.77272,1.162586,1997999872,-0.000043,0
0,0.149,60,41.77272,1.162586,1997999872,-0.000043,0
0,0.15,60,41.77272,1.162586,1997999872,-0.000042,0
0,0.151,60,41.77272,1.162586,1997999872,-0.000041,0
0,0.152,60,41.77272,1.162586,1997999872,-0.000041,0
0,0.153,60,41.77272,1.162586,1997999872,-0.00004,0
0,0.154,60,41.77272,1.162586,1997999872,-0.000039,0
0,0.155,60,41.77272,1.162586,1997999872,-0.000039,0
0,0.156,60,41.77272,1.162586,1997999872,-0.000038,0
0,0.157,60,41.77272,1.162586,1997999872,-0.000038,0
0,0.158,60,41.77272,1.162586,1997999872,-0.000037,0
0,0.159,60,41.77272,1.162586,1997999872,-0.000036,0
0,0.16,60,41.77272,1.162586,1997999872,-0.000036,0
0,0.161,60,41.77272,1.162586,1997999872,-0.000035,0
0,0.162,60,41.77272,1.162586,1997999872,-0.000034,0
0,0.163,60,41.77272,1.162586,1997999872,-0.000034,0
0,0.164,60,41.77272,1.162586,1997999872,-0.000033,0
0,0.165,60,41.77272,1.162586,1997999872,-0.000033,0
0,0.166,60,41.77272,1.162586,1997999872,-0.000032,0
0,0.167,60,41.77272,1.162586,1997999872,-0.000031,0
0,0.168,60,41.77272,1.162586,1997999872,-0.000031,0
0,0.169,60,41.77272,1.162586,1997999872,-0.00003,0
0,0.17,60,41.77272,1.162586,1997999872,-0.000029,0
0,0.171,60,41.77272,1.162586,1997999872,-0.000029,0
0,0.172,60,41.77272,1.162586,1997999872,-0.000028,0
0,0.173,60,41.77272,1.162586,1997999872,-0.000027,0
0,0.174,60,41.77272,1.162586,1997999872,-0.000027,0
0,0.175,60,41.77272,1.162586,1997999872,-0.000026,0
0,0.176,60,41.77272,1.162586,1997999872,-0.000025,0
0,0.177,60,41.77272,1.162586,1997999872,-0.000025,0
0,0.178,60,41.77272,1.162586,1997999872,-0.000024,0
0,0.179,60,41.77272,1.162586,1997999872,-0.000023,0
0,0.18,60,41.77272,1.162586,1997999872,-0.000023,0
0,0.181,60,41.77272,1.162586,1997999872,-0.000022,0
0,0.182,60,41.77272,1.162586,1997999872,-0.000021,0
0,0.183,60,41.77272,1.162586,1997999872,-0.000021,0
0,0.184,60,41.77272,1.162586,1997999872,-0.00002,0
0,0.185,60,41.77272,1.162586,1997999872,-0.000019,0
0,0.186,60,41.77272,1.162586,1997999872,-0.000019,0
0,0.187,60,41.77272,1.162586,1997999872,-0.000018,0
0,0.188,60,41.77272,1.162586,1997999872,-0.000017,0
0,0.189,60,41.77272,1.162586,1997999872,-0.000017,0
0,0.19,60,41.77272,1.162586,1997999872,-0.000016,0
0,0.191,60,41.77272,1.162586,1997999872,-0.000015,0
0,0.192,60,41.77272,1.162586,1997999872,-0.000015,0
0,0.193,60,41.77272,1.162586,1997999872,-0.000014,0
0,0.194,60,41.77272,1.162586,1997999872,-0.000013,0
0,0.195,60,41.77272,1.162586,1997999872,-0.000013,0
0,0.196,60,41.77272,1.162586,1997999872,-0.000012,0
0,0.197,60,41.77272,1.162586,1997999872,-0.000011,0
0,0.198,60,41.77272,1.162586,1997999872,-0.000011,0
0,0.199,60,41.77272,1.162586,1997999872,-0.00001,0
0,0.2,60,41.77272,1.162586,1997999872,-0.000009,0
0,0.201,60,41.77272,1.162586,1997999872,-0.000009,0
0,0.202,60,41.77272,1.162586,1997999872,-0.000008,0
0,0.203,60,41.77272,1.162586,1997999872,-0.000007,0
0,0.204,60,41.77272,1.162586,1997999872,-0.000007,0
0,0.205,60,41.77272,1.162586,1997999872,-0.000006,0
0,0.206,60,41.77272,1.162586,1997999872,-0.000005,0
0,0.207,60,41.77272,1.162586,1997999872,-0.000005,0
0,0.208,60,41.77272,1.162586,1997999872,-0.000004,0
0,0.209,60,41.77272,1.162586,1997999872,-0.000003,0
0,0.21,60,41.77272,1.162586,1997999872,-0.000003,0
0,0.211,60,41.77272,1.162586,1997999872,-0.000002,0
0,0.212,60,41.77272,1.162586,1997999872,-0.000001,0
0,0.213,60,41.77272,1.162586,1997999872,-0.000001,0
0,0.214,60,41.77272,1.162586,1997999872,0,0
0,0.215,60,41.77272,1.162586,1997999872,0.000001,0
0,0.216,60,41.77272,1.162586,1997999872,0.000002,0
0,0.217,60,41.77272,1.162586,1997999872,0.000002,0
0,0.218,60,41.77272,1.162586,1997999872,0.000003,0
0,0.219,60,41.77272,1.162586,1997999872,0.000004,0
0,0.22,60,41.77272,1.162586,1997999872,0.000004,0
0,0.221,60,41.77272,1.162586,1997999872,0.000005,0
0,0.222,60,41.77272,1.162586,1997999872,0.000006,0
0,0.223,60,41.77272,1.162586,1997999872,0.000006,0
0,0.224,60,41.77272,1.162586,1997999872,0.000007,0
0,0.225,60,41.77272,1.162586,1997999872,0.000008,0
0,0.226,60,41.77272,1.162586,1997999872,0.000008,0
0,0.227,60,41.77272,1.162586,1997999872,0.000009,0
0,0.228,60,41.77272,1.162586,1997999872,0.00001,0
0,0.229,60,41.77272,1.162586,1997999872,0.00001,0
0,0.23,60,41.77272,1.162586,1997999872,0.000011,0
0,0.231,60,41.77272,1.162586,1997999872,0.000012,0
0,0.232,60,41.77272,1.162586,1997999872,0.000012,0
0,0.233,60,41.77272,1.162586,1997999872,0.000013,0
0,0.234,60,41.77272,1.162586,1997999872,0.000014,0
0,0.235,60,41.77272,1.162586,1997999872,0.000014,0
0,0.236,60,41.77272,1.162586,1997999872,0.000015,0
0,0.237,60,41.77272,1.162586,1997999872,0.000016,0
0,0.238,60,41.77272,1.162586,1997999872,0.000016,0
0,0.239,60,41.77272,1.162586,1997999872,0.000017,0
0,0.24,60,41.77272,1.162586,1997999872,0.000018,0
0,0.241,60,41.77272,1.162586,1997999872,0.000018,0
0,0.242,60,41.77272,1.162586,1997999872,0.000019,0
0,0.243,60,41.77272,1.162586,1997999872,0.00002,0
0,0.244,60,41.77272,1.162586,1997999872,0.00002,0
0,0.245,60,41.77272,1.162586,1997999872,0.000021,0
0,0.246,60,41.77272,1.162586,1997999872,0.000022,0
0,0.247,60,41.77272,1.162586,1997999872,0.000022,0
0,0.248,60,41.77272,1.162586,1997999872,0.000023,0
0,0.249,60,41.77272,1.162586,1997999872,0.000024,0
0,0.25,60,41.77272,1.162586,1997999872,0.000024,0
0,0.251,60,41.77272,1.162586,1997999872,0.000025,0
0,0.252,60,41.77272,1.162586,1997999872,0.000026,0
0,0.253,60,41.77272,1.162586,1997999872,0.000026,0
0,0.254,60,41.77272,1.162586,1997999872,0.000027,0
0,0.255,60,41.77272,1.162586,1997999872,0.000028,0
0,0.256,60,41.77272,1.162586,1997999872,0.000028,0
0,0.257,60,41.77272,1.162586,1997999872,0.000029,0
0,0.258,60,41.77272,1.162586,1997999872,0.00003,0
0,0.259,60,41.77272,1.162586,1997999872,0.00003,0
0,0.26,60,41.77272,1.162586,1997999872,0.000031,0
0,0.261,60,41.77272,1.162586,1997999872,0.000032,0
0,0.262,60,41.77272,1.162586,1997999872,0.000032,0
0,0.263,60,41.77272,1.162586,1997999872,0.000033,0
0,0.264,60,41.77272,1.162586,1997999872,0.000034,0
0,0.265,60,41.77272,1.162586,1997999872,0.000034,0
0,0.266,60,41.77272,1.162586,1997999872,0.000035,0
0,0.267,60,41.77272,1.162586,1997999872,0.000035,0
0,0.268,60,41.77272,1.162586,1997999872,0.000036,0
0,0.269,60,41.77272,1.162586,1997999872,0.000037,0
0,0.27,60,41.77272,1.162586,1997999872,0.000037,0
0,0.271,60,41.77272,1.162586,1997999872,0.000038,0
0,0.272,60,41.77272,1.162586,1997999872,0.000039,0
0,0.273,60,41.77272,1.162586,1997999872,0.000039,0
0,0.274,60,41.77272,1.162586,1997999872,0.00004,0
0,0.275,60,41.77272,1.162586,1997999872,0.00004,0
0,0.276,60,41.77272,1.162586,1997999872,0.000041,0
0,0.277,60,41.77272,1.162586,1997999872,0.000042,0
0,0.278,60,41.77272,1.162586,1997999872,0.000042,0
0,0.279,60,41.77272,1.162586,1997999872,0.000043,0
0,0.28,60,41.77272,1.162586,1997999872,0.000043,0
0,0.281,60,41.77272,1.162586,1997999872,0.000044,0
0,0.282,60,41.77272,1.162586,1997999872,0.000045,0
0,0.283,60,41.77272,1.162586,1997999872,0.000045,0
0,0.284,60,41.77272,1.162586,1997999872,0.000046,0
0,0.285,60,41.77272,1.162586,1997999872,0.000046,0
0,0.286,60,41.77272,1.162586,1997999872,0.000047,0
0,0.287,60,41.77272,1.162586,1997999872,0.000048,0
0,0.288,60,41.77272,1.162586,1997999872,0.000048,0
0,0.289,60,41.77272,1.162586,1997999872,0.000049,0
0,0.29,60,41.77272,1.162586,1997999872,0.000049,0
0,0.291,60,41.77272,1.162586,1997999872,0.00005,0
0,0.292,60,41.77272,1.162586,1997999872,0.000051,0
0,0.293,60,41.77272,1.162586,1997999872,0.000051,0
0,0.294,60,41.77272,1.162586,1997999872,0.000052,0
0,0.295,60,41.77272,1.162586,1997999872,0.000052,0
0,0.296,60,41.77272,1.162586,1997999872,0.000053,0
0,0.297,60,41.77272,1.162586,1997999872,0.000053,0
0,0.298,60,41.77272,1.162586,1997999872,0.000054,0
0,0.299,60,41.77272,1.162586,1997999872,0.000054,0
0,0.3,60,41.77272,1.162586,1997999872,0.000055,0
0,0.301,60,41.77272,1.162586,1997999872,0.000056,0
0,0.302,60,41.77272,1.162586,1997999872,0.000056,0
0,0.303,60,41.77272,1.162586,1997999872,0.000057,0
0,0.304,60,41.77272,1.162586,1997999872,0.000057,0
0,0.305,60,41.77272,1.162586,1997999872,0.000058,0
0,0.306,60,41.77272,1.162586,1997999872,0.000058,0
0,0.307,60,41.77272,1.162586,1997999872,0.000059,0
0,0.308,60,41.77272,1.162586,1997999872,0.000059,0
0,0.309,60,41.77272,1.162586,1997999872,0.00006,0
0,0.31,60,41.77272,1.162586,1997999872,0.00006,0
0,0.311,60,41.77272,1.162586,1997999872,0.000061,0
0,0.312,60,41.77272,1.162586,1997999872,0.000061,0
0,0.313,60,41.77272,1.162586,1997999872,0.000062,0
0,0.314,60,41.77272,1.162586,1997999872,0.000062,0
0,0.315,60,41.77272,1.162586,1997999872,0.000063,0
0,0.316,60,41.77272,1.162586,1997999872,0.000063,0
0,0.317,60,41.77272,1.162586,1997999872,0.000064,0
0,0.318,60,41.77272,1.162586,1997999872,0.000064,0
0,0.319,60,41.77272,1.162586,1997999872,0.000065,0
0,0.32,60,41.77272,1.162586,1997999872,0.000065,0
0,0.321,60,41.77272,1.162586,1997999872,0.000066,0
0,0.322,60,41.77272,1.162586,1997999872,0.000066,0
0,0.323,60,41.77272,1.162586,1997999872,0.000067,0
0,0.324,60,41.77272,1.162586,1997999872,0.000067,0
0,0.325,60,41.77272,1.162586,1997999872,0.000068,0
0,0.326,60,41.77272,1.162586,1997999872,0.000068,0
0,0.327,60,41.77272,1.162586,1997999872,0.000069,0
0,0.328,60,41.77272,1.162586,1997999872,0.000069,0
0,0.329,60,41.77272,1.162586,1997999872,0.00007,0
0,0.33,60,41.77272,1.162586,1997999872,0.00007,0
0,0.331,60,41.77272,1.162586,1997999872,0.00007,0
0,0.332,60,41.77272,1.162586,1997999872,0.000071,0
0,0.333,60,41.77272,1.162586,1997999872,0.000071,0
0,0.334,60,41.77272,1.162586,1997999872,0.000072,0
0,0.335,60,41.77272,1.162586,1997999872,0.000072,0
0,0.336,60,41.77272,1.162586,1997999872,0.000073,0
0,0.337,60,41.77272,1.162586,1997999872,0.000073,0
0,0.338,60,41.77272,1.162586,1997999872,0.000073,0
0,0.339,60,41.77272,1.162586,1997999872,0.000074,0
0,0.34,60,41.77272,1.162586,1997999872,0.000074,0
0,0.341,60,41.77272,1.162586,1997999872,0.000075,0
0,0.342,60,41.77272,1.162586,1997999872,0.000075,0
0,0.343,60,41.77272,1.162586,1997999872,0.000075,0
0,0.344,60,41.77272,1.162586,1997999872,0.000076,0
0,0.345,60,41.77272,1.162586,1997999872,0.000076,0
0,0.346,60,41.77272,1.162586,1997999872,0.000077,0
0,0.347,60,41.77272,1.162586,1997999872,0.000077,0
0,0.348,60,41.77272,1.162586,1997999872,0.000077,0
0,0.349,60,41.77272,1.162586,1997999872,0.000078,0
0,0.35,60,41.77272,1.162586,1997999872,0.000078,0
0,0.351,60,41.77272,1.162586,1997999872,0.000079,0
0,0.352,60,41.77272,1.162586,1997999872,0.000079,0
0,0.353,60,41.77272,1.162586,1997999872,0.000079,0
0,0.354,60,41.77272,1.162586,1997999872,0.00008,0
0,0.355,60,41.77272,1.162586,1997999872,0.00008,0
0,0.356,60,41.772717,1.162586,1997999872,0.00008,0
0,0.357,60,41.772717,1.162586,1997999872,0.000081,0
0,0.358,60,41.772717,1.162586,1997999872,0.000081,0
0,0.359,60,41.772717,1.162586,1997999872,0.000081,0
0,0.36,60,41.772717,1.162586,1997999872,0.000082,0
0,0.361,60,41.772717,1.162586,1997999872,0.000082,0
0,0.362,60,41.772717,1.162586,1997999872,0.000082,0
0,0.363,60,41.772717,1.162586,1997999872,0.000083,0
0,0.364,60,41.772717,1.162586,1997999872,0.000083,0
0,0.365,60,41.772717,1.162586,1997999872,0.000083,0
0,0.366,60,41.772717,1.162586,1997999872,0.000083,0
0,0.367,60,41.772717,1.162586,1997999872,0.000084,0
0,0.368,60,41.772717,1.162586,1997999872,0.000084,0
0,0.369,60,41.772717,1.162586,1997999872,0.000084,0
0,0.37,60,41.772717,1.162586,1997999872,0.000085,0
0,0.371,60,41.772717,1.162586,1997999872,0.000085,0
0,0.372,60,41.772717,1.162586,1997999872,0.000085,0
0,0.373,60,41.772717,1.162586,1997999872,0.000085,0
0,0.374,60,41.772717,1.162586,1997999872,0.000086,0
0,0.375,60,41.772717,1.162586,1997999872,0.000086,0
0,0.376,60,41.772717,1.162586,1997999872,0.000086,0
0,0.377,60,41.772717,1.162586,1997999872,0.000086,0
0,0.378,60,41.772717,1.162586,1997999872,0.000087,0
0,0.379,60,41.772717,1.162586,1997999872,0.000087,0
0,0.38,60,41.772717,1.162586,1997999872,0.000087,0
0,0.381,60,41.772717,1.162586,1997999872,0.000087,0
0,0.382,60,41.772717,1.162586,1997999872,0.000088,0
0,0.383,60,41.772717,1.162586,1997999872,0.000088,0
0,0.384,60,41.772717,1.162586,1997999872,0.000088,0
0,0.385,60,41.772717,1.162586,1997999872,0.000088,0
0,0.386,60,41.772717,1.162586,1997999872,0.000088,0
0,0.387,60,41.772717,1.162586,1997999872,0.000089,0
0,0.388,60,41.772717,1.162586,1997999872,0.000089,0
0,0.389,60,41.772717,1.162586,1997999872,0.000089,0
0,0.39,60,41.772717,1.162586,1997999872,0.000089,0
0,0.391,60,41.772717,1.162586,1997999872,0.000089,0
0,0.392,60,41.772717,1.162586,1997999872,0.00009,0
0,0.393,60,41.772717,1.162586,1997999872,0.00009,0
0,0.394,60,41.772717,1.162586,1997999872,0.00009,0
0,0.395,60,41.772717,1.162586,1997999872,0.00009,0
0,0.396,60,41.772717,1.162586,1997999872,0.00009,0
0,0.397,60,41.772717,1.162586,1997999872,0.00009,0
0,0.398,60,41.772717,1.162586,1997999872,0.000091,0
0,0.399,60,41.772717,1.162586,1997999872,0.000091,0
0,0.4,60,41.772717,1.162586,1997999872,0.000091,0
0,0.401,60,41.772717,1.162586,1997999872,0.000091,0
0,0.402,60,41.772717,1.162586,1997999872,0.000091,0
0,0.403,60,41.772717,1.162586,1997999872,0.000091,0
0,0.404,60,41.772717,1.162586,1997999872,0.000091,0
0,0.405,60,41.772717,1.162586,1997999872,0.000091,0
0,0.406,60,41.772717,1.162586,1997999872,0.000092,0
0,0.407,60,41.772717,1.162586,1997999872,0.000092,0
0,0.408,60,41.772717,1.162586,1997999872,0.000092,0
0,0.409,60,41.772717,1.162586,1997999872,0.000092,0
0,0.41,60,41.772717,1.162586,1997999872,0.000092,0
0,0.411,60,41.772717,1.162586,1997999872,0.000092,0
0,0.412,60,41.772717,1.162586,1997999872,0.000092,0
0,0.413,60,41.772717,1.162586,1997999872,0.000092,0
0,0.414,60,41.772717,1.162586,1997999872,0.000092,0
0,0.415,60,41.772717,1.162586,1997999872,0.000092,0
0,0.416,60,41.772717,1.162586,1997999872,0.000092,0
0,0.417,60,41.772717,1.162586,1997999872,0.000092,0
0,0.418,60,41.772717,1.162586,1997999872,0.000092,0
0,0.419,60,41.772717,1.162586,1997999872,0.000092,0
0,0.42,60,41.772717,1.162586,1997999872,0.000093,0
0,0.421,60,41.772717,1.162586,1997999872,0.000093,0
0,0.422,60,41.772717,1.162586,1997999872,0.000093,0
0,0.423,60,41.772717,1.162586,1997999872,0.000093,0
0,0.424,60,41.772717,1.162586,1997999872,0.000093,0
0,0.425,60,41.772717,1.162586,1997999872,0.000093,0
0,0.426,60,41.772717,1.162586,1997999872,0.000093,0
0,0.427,60,41.772717,1.162586,1997999872,0.000093,0
0,0.428,60,41.772717,1.162586,1997999872,0.000093,0
0,0.429,60,41.772717,1.162586,1997999872,0.000093,0
0,0.43,60,41.772717,1.162586,1997999872,0.000093,0
0,0.431,60,41.772717,1.162586,1997999872,0.000093,0
0,0.432,60,41.772717,1.162586,1997999872,0.000093,0
0,0.433,60,41.772717,1.162586,1997999872,0.000093,0
0,0.434,60,41.772717,1.162586,1997999872,0.000093,0
0,0.435,60,41.772717,1.162586,1997999872,0.000092,0
0,0.436,60,41.772717,1.162586,1997999872,0.000092,0
0,0.437,60,41.772717,1.162586,1997999872,0.000092,0
0,0.438,60,41.772717,1.162586,1997999872,0.000092,0
0,0.439,60,41.772717,1.162586,1997999872,0.000092,0
0,0.44,60,41.772717,1.162586,1997999872,0.000092,0
0,0.441,60,41.772717,1.162586,1997999872,0.000092,0
0,0.442,60,41.772717,1.162586,1997999872,0.000092,0
0,0.443,60,41.772717,1.162586,1997999872,0.000092,0
0,0.444,60,41.772717,1.162586,1997999872,0.000092,0
0,0.445,60,41.772717,1.162586,1997999872,0.000092,0
0,0.446,60,41.772717,1.162586,1997999872,0.000092,0
0,0.447,60,41.772717,1.162586,1997999872,0.000092,0
0,0.448,60,41.772717,1.162586,1997999872,0.000092,0
0,0.449,60,41.772717,1.162586,1997999872,0.000091,0
0,0.45,60,41.772717,1.162586,1997999872,0.000091,0
0,0.451,60,41.772717,1.162586,1997999872,0.000091,0
0,0.452,60,41.772717,1.162586,1997999872,0.000091,0
0,0.453,60,41.772717,1.162586,1997999872,0.000091,0
0,0.454,60,41.772717,1.162586,1997999872,0.000091,0
0,0.455,60,41.772717,1.162586,1997999872,0.000091,0
0,0.456,60,41.772717,1.162586,1997999872,0.000091,0
0,0.457,60,41.772717,1.162586,1997999872,0.00009,0
